year,unitid,inst_name,state_abbr,inst_control,institution_level,number_admitted,number_applied,reqt_hs_rank,reqt_test_scores,reqt_other_test,reqt_toefl,years_college_reqd,open_admissions_policy,reqt_hs_gpa,reqt_hs_record,reqt_college_prep,reqt_recommendations,reqt_competencies,sat_number_submitting,sat_percent_submitting,act_number_submitting,act_percent_submitting,sat_crit_read_25_pctl,sat_crit_read_75_pctl,sat_math_25_pctl,sat_math_75_pctl,act_composite_25_pctl,act_composite_75_pctl,act_english_25_pctl,act_english_75_pctl,act_math_25_pctl,act_math_75_pctl,inst_status,degree_granting,open_public,postsec_public_active_title_iv,inst_category,primarily_postsecondary,offering_highest_degree,offering_highest_level,offering_undergrad,inst_affiliation,student_faculty_ratio,tuition_payment_plan
"2020","125763","Whittier College","CA","Private not-for-profit","Four or more years","3644","5038","Neither required nor recommended","Considered","Neither required nor recommended","Required","Not applicable","No","Required","Required","Required","Required","Neither required nor recommended","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (no religious affiliation)","11","Yes"
"2020","122728","William Jessup University","CA","Private not-for-profit","Four or more years","463","710","Recommended","Recommended","Neither required nor recommended","Considered","Not applicable","No","Required","Required","Recommended","Considered","Neither required nor recommended","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (religious affiliation)","13","Yes"
"2020","125897","Woodbury University","CA","Private not-for-profit","Four or more years","1094","1554","Neither required nor recommended","Considered","Neither required nor recommended","Considered","Not applicable","No","Required","Required","Recommended","Considered","Recommended","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (no religious affiliation)","10","Yes"
"2020","455512","Woodland Community College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","21","Yes"
"2020","401223","World Mission University","CA","Private not-for-profit","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, other","Doctor's degree","Yes","Private not-for-profit (religious affiliation)","7","Yes"
"2020","481289","Xavier College School of Nursing","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","15","Yes"
"2020","126076","Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary","CA","Private not-for-profit","Four or more years","51","70","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Not applicable","No","Neither required nor recommended","Neither required nor recommended","Required","Required","Neither required nor recommended","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Private not-for-profit (no religious affiliation)","14","Yes"
"2020","401250","Yo San University of Traditional Chinese Medicine","CA","Private not-for-profit","Four or more years","","","","","","","2","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, professional practice","Doctor's degree","No","Private not-for-profit (no religious affiliation)","","Yes"
"2020","126100","Yosemite Community College District Office","CA","Public","Four or more years","","","","","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Not applicable","Yes","Bachelor's degree","Bachelor's degree","Yes","Public","","Not applicable"
"2020","493619","Young Americans College of the Performing Arts","CA","Private not-for-profit","At least two but less than four years","50","100","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","Not applicable","No","Required","Required","Neither required nor recommended","Neither required nor recommended","Required","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private not-for-profit (no religious affiliation)","8","Yes"
"2020","126119","Yuba College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","20","Yes"
"2020","458575","Zaytuna College","CA","Private not-for-profit","Four or more years","","","","","","","Not applicable","No","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Non-Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (religious affiliation)","","Yes"
"2020","486248","ZMS The Academy","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","25","Yes"
"2019","491464","ABC Adult School","CA","Public","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Public","4","Yes"
"2019","485500","ABCO Technology","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","Award of less than one academic year","Yes","Private for-profit","12","Yes"
"2019","488031","Abraham Lincoln University","CA","Private for-profit","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, research/scholarship and professional practice","Doctor's degree","Yes","Private for-profit","3","Yes"
"2019","457271","Academy for Jewish Religion-California","CA","Private not-for-profit","Four or more years","","","","","","","4","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Master's degree","Master's degree","No","Private not-for-profit (religious affiliation)","","Yes"
"2019","462062","Academy for Salon Professionals","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","13","Yes"
"2019","108232","Academy of Art University","CA","Private for-profit","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private for-profit","14","Yes"
"2019","108269","Academy of Chinese Culture and Health Sciences","CA","Private not-for-profit","Four or more years","","","","","","","2","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, research/scholarship","Doctor's degree","No","Private not-for-profit (no religious affiliation)","","Yes"
"2019","454722","Academy of Esthetics and Cosmetology","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","25","Yes"
"2019","384306","Acupuncture and Integrative Medicine College-Berkeley","CA","Private not-for-profit","Four or more years","","","","","","","2","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, other","Doctor's degree","No","Private not-for-profit (no religious affiliation)","","Yes"
"2019","262369","Adrian's College of Beauty Turlock","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","13","Yes"
"2019","400187","Advance Beauty College","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","30","Yes"
"2019","479974","Advance Beauty Techs Academy","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","20","Yes"
"2019","480019","Advanced Career Institute","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","Award of less than one academic year","Yes","Private for-profit","14","Yes"
"2019","494427","Advanced College - Salida","CA","Missing/not reported","Missing/not reported","","","","","","","","","","","","","","","","","","","","","","","","","","","","Perfect child campus","Missing/not reported","Yes","Institution is not active in current universe","Not applicable","Yes","Missing/not reported","Missing/not reported","Missing/not reported","","",""
"2019","444343","Advanced College","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private for-profit","1","Yes"
"2019","491163","Advanced College-Stockton","CA","Private for-profit","At least two but less than four years","","","","","","","","","","","","","","","","","","","","","","","","","","","","Perfect child campus","Yes","Yes","Institution is not active in current universe","Not applicable","Yes","Associate's degree","Associate's degree","Yes","","",""
"2019","444361","Advanced Training Associates","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private for-profit","18","No"
"2019","393524","Alhambra Beauty College","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","20","Yes"
"2019","487995","Alhambra Medical University","CA","Private for-profit","Four or more years","","","","","","","2","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Master's degree","Master's degree","No","Private for-profit","15","Yes"
"2019","108807","Allan Hancock College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","25","No"
"2019","110468","Alliant International University-San Diego","CA","Private for-profit","Four or more years","10","15","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Recommended","Not applicable","No","Required","Required","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, research/scholarship and professional practice","Doctor's degree","Yes","Private for-profit","10","Yes"
"2019","490081","America Evangelical University","CA","Private not-for-profit","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, research/scholarship","Doctor's degree","Yes","Private not-for-profit (religious affiliation)","4","Yes"
"2019","108852","American Academy of Dramatic Arts-Los Angeles","CA","Private not-for-profit","At least two but less than four years","226","288","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Not applicable","No","Considered","Considered","Neither required nor recommended","Required","Required","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private not-for-profit (no religious affiliation)","15","Yes"
"2019","108861","American Baptist Seminary of the West","CA","Private not-for-profit","Four or more years","","","","","","","4","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Doctor's degree, other","Doctor's degree","No","Private not-for-profit (religious affiliation)","","Yes"
"2019","108977","American Beauty College","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","25","No"
"2019","441052","American Career College-Anaheim","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private for-profit","37","Yes"
"2019","109040","American Career College-Los Angeles","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private for-profit","45","Yes"
"2019","447768","American Career College-Ontario","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private for-profit","43","Yes"
"2019","483009","American College of Healthcare and Technology","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","10","Yes"
"2019","422835","American College of Healthcare and Technology","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least two, but less than four academic years","Yes","Private for-profit","14","Yes"
"2019","109086","American Conservatory Theater","CA","Private not-for-profit","Four or more years","","0","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","1","No","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","Required","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (no religious affiliation)","6","Yes"
"2019","108870","American Film Institute Conservatory","CA","Private not-for-profit","Four or more years","","","","","","","4","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Master's degree","Master's degree","No","Private not-for-profit (no religious affiliation)","","Yes"
"2019","493503","American Fitness and Nutrition Academy","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","New (active), added during the current year","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","Award of less than one academic year","Yes","Private for-profit","6","Yes"
"2019","447795","American Institute of Massage Therapy","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","10","Yes"
"2019","116846","American Jewish University","CA","Private not-for-profit","Four or more years","","","","","","","Not applicable","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (religious affiliation)","7","Yes"
"2019","461263","American Medical Sciences Center","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private for-profit","9","Yes"
"2019","109208","American River College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","27","No"
"2019","433004","American University of Health Sciences","CA","Private for-profit","Four or more years","","","","","","","2","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, professional practice","Doctor's degree","Yes","Private for-profit","16","Yes"
"2019","457299","Angeles College","CA","Private for-profit","Four or more years","","","","","","","2","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private for-profit","25","Yes"
"2019","457314","Angeles Institute","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","10","Yes"
"2019","475705","Annenberg School of Nursing","CA","Private not-for-profit","Less than two years (below associate's)","4","4","Neither required nor recommended","Neither required nor recommended","Required","Neither required nor recommended","Not applicable","No","Neither required nor recommended","Required","Neither required nor recommended","Required","Neither required nor recommended","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private not-for-profit (no religious affiliation)","14","Yes"
"2019","109350","Antelope Valley College","CA","Public","Four or more years","","","","","","","2","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Public","23","Yes"
"2019","245838","Antioch University-Los Angeles","CA","Private not-for-profit","Four or more years","","","","","","","1","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (no religious affiliation)","4","Yes"
"2019","245847","Antioch University-Santa Barbara","CA","Private not-for-profit","Four or more years","","","","","","","1","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, professional practice","Doctor's degree","Yes","Private not-for-profit (no religious affiliation)","3","Yes"
"2019","109651","Art Center College of Design","CA","Private not-for-profit","Four or more years","719","1015","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","Not applicable","No","Recommended","Required","Recommended","Considered","Required","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (no religious affiliation)","8","Yes"
"2019","447777","Asher College","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private for-profit","25","Yes"
"2019","154022","Ashford University","CA","Private for-profit","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, research/scholarship","Doctor's degree","Yes","Private for-profit","14","Yes"
"2019","393861","Asian-American International Beauty College","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","25","Yes"
"2019","485494","Associated Barber College of San Diego","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","15","Yes"
"2019","109721","Associated Technical College-Los Angeles","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","23","Yes"
"2019","109730","Associated Technical College-San Diego","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","Award of less than one academic year","Yes","Private for-profit","12","Yes"
"2019","444325","ATI College-Norwalk","CA","Private for-profit","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Private for-profit","20","Yes"
"2019","108649","Avalon School of Cosmetology-Alameda","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","12","Yes"
"2019","469957","Aveda Institute-Los Angeles","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","10","Yes"
"2019","486558","Aviation Institute of Maintenance","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least two, but less than four academic years","Yes","Private for-profit","15","Yes"
"2019","109785","Azusa Pacific University","CA","Private not-for-profit","Four or more years","5528","8192","Recommended","Considered","Neither required nor recommended","Recommended","Not applicable","No","Required","Required","Recommended","Required","Neither required nor recommended","595","86","212","31","520","630","510","630","20","26","19","27","18","26","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, research/scholarship and professional practice","Doctor's degree","Yes","Private not-for-profit (religious affiliation)","11","Yes"
"2019","109819","Bakersfield College","CA","Public","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Public","28","No"
"2019","417105","Baldwin Park Adult & Community Education","CA","Public","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV NOT primarily postsecondary institution","Nondegree-granting, sub-baccalaureate","No","Non–degree granting","At least one, but less than two academic years","Yes","Public","33","No"
"2019","490212","Baldy View Regional Occupational Program","CA","Public","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Public","10","Yes"
"2019","109907","Barstow Community College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","24","No"
"2019","483878","Bay Area Medical Academy","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","20","Yes"
"2019","449357","Beaumont Adult School","CA","Public","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Public","15","Yes"
"2019","109934","Bellus Academy-Chula Vista","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least two, but less than four academic years","Yes","Private for-profit","22","Yes"
"2019","116563","Bellus Academy-El Cajon","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least two, but less than four academic years","Yes","Private for-profit","18","Yes"
"2019","377722","Bellus Academy-Poway","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least two, but less than four academic years","Yes","Private for-profit","16","Yes"
"2019","461643","Bergin University of Canine Studies","CA","Private not-for-profit","Four or more years","","","","","","","2","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private not-for-profit (no religious affiliation)","7","No"
"2019","125170","Berkeley City College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","28","Yes"
"2019","262022","Bethel Seminary-San Diego","CA","Private not-for-profit","Four or more years","","","","","","","4","Not applicable","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, graduate with no undergraduate degrees","Yes","Master's degree","Post-master's certificate","No","Private not-for-profit (religious affiliation)","","Yes"
"2019","110060","Bethesda University","CA","Private not-for-profit","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, professional practice","Doctor's degree","Yes","Private not-for-profit (religious affiliation)","10","Yes"
"2019","475635","Beverly Hills Design Institute","CA","Private for-profit","Four or more years","19","50","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Required","Not applicable","No","Neither required nor recommended","Required","Neither required nor recommended","Neither required nor recommended","Required","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Bachelor's degree","Bachelor's degree","Yes","Private for-profit","5","No"
"2019","457253","Beyond 21st Century Beauty Academy","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","17","Yes"
